session_id,station_id,vehicle_id,session_start,session_end,kwh_delivered,session_type,cost_usd,payment_method,connector_used,user_id
SES-003279,STN-016,VH-002,21-Feb-2025 17:20:11,21-Feb-2025 20:03:11,74.61,DC Fast Charge,22.38,app_wallet,Tesla Supercharger,U-2626
SES-022449,STN-009,VH-009,11/07/2025 19:31,11/07/2025 20:46,19.71,DC Fast Charge,$5.52,credit card,J1772,U-9153
SES-013694,STN-009,VH-008,2025/07/17 18:37,2025/07/17 19:52,27.47,DC Fast Charge,$6.32,RFID,CCS,U-3860
SES-002018,STN-015,VH-014,01-Feb-2025 09:30:33,01-Feb-2025 12:11:33,33.9,DC Fast Charge,14.58,app_wallet,Tesla Supercharger,U-1519
SES-026123,STN-006,VH-005,2025/12/25 08:35,2025/12/25 11:24,28.17,Level 2,3.94,Credit Card,CHAdeMO,U-2038
SES-022159,STN-004,VEH#0004,2025-11-02 16:23:50,2025-11-02 19:18:50,15.41,Level 2,$2.77,Apple Pay,CHAdeMO,U-9379
SES-020258,STN-016,V_ford_f-150_lightning,2025/10/08 09:14,2025/10/08 10:51,43.17,DC Fast Charge,12.95,Credit Card,CHAdeMO,U-9224
SES-023944,STN-005,VEH#0011,2025-11-27 21:45:12,2025-11-27 23:55:12,33.48,DC Fast Charge,$5.69,credit_card,CCS,U-5094
SES-004252,STN-001,VH-002,03-08-2025 10:04:28,03-08-2025 11:07:28,6.78,Level 2,2.24,Apple Pay,CHAdeMO,U-4370
SES-016082,STN-014,VH-014,2025-08-11 17:10:34,2025-08-11 17:41:34,39.02,Level 2,16.78,Google Pay,CHAdeMO,U-8235
SES-014191,STN-006,VH-008,07/20/2025 07:18,07/20/2025 07:47,13.13,Level 2,3.94,credit_card,Tesla Supercharger,U-5255
SES-017207,STN-004,VH-012,08-28-2025 13:48:44,08-28-2025 14:13:44,63.76,DC Fast Charge,12.11,CREDIT_CARD,Tesla Supercharger,U-2527
SES-011176,STN-015,VH-010,12-Jun-2025 13:03:06,12-Jun-2025 15:37:06,29.05,Level 2,4.65,Credit Card,Tesla Supercharger,U-4755
SES-015940,STN-014,VH-002,08-09-2025 16:53:24,08-09-2025 17:52:24,24.95,Level 2,8.23,app_wallet,J1772,U-7796
SES-021021,STN-008,VH-014,10-18-2025 04:41:27,10-18-2025 07:17:27,3.71,Level 1,$1.52,Credit Card,J1772,U-1253
SES-023583,STN-007,VH-006,2025/11/22 19:55,2025/11/22 22:31,23.59,DC Fast Charge,$3.54,CREDIT_CARD,CCS,U-3229
SES-023626,STN07,VH-002,2025-11-22 17:10:22,2025-11-22 19:32:22,69.8,DC Fast Charge,20.24,credit card,J1772,U-7469
SES-016150,STN-005,VH-003,2025/08/12 15:11,2025/08/12 15:52,50.54,DC Fast Charge,20.22,app_wallet,J1772,U-4856
SES-023068,STN-011,VH-003,2025/11/15 19:23,2025/11/15 19:34,6.35,Level 2,2.54,Apple Pay,J1772,U-9686
SES-016983,STN07,VH-008,08-24-2025 19:57:39,08-24-2025 22:36:39,35.74,Level 2,12.51,Apple Pay,,U-1934
SES-005943,STN-002,VH-013,03/24/2025 19:56,03/24/2025 22:46,16.4,Level 2,4.43,RFID,J1772,U-7077
SES-010885,STN-018,VH-014,2025/06/07 15:37,2025/06/07 18:02,45.4,DC Fast Charge,17.25,app_wallet,J1772,U-4913
SES-016686,STN-014,VH-002,08/20/2025 18:42,08/20/2025 19:39,50.03,DC Fast Charge,11.01,credit_card,Tesla Supercharger,U-5976
SES-016932,STN-001,VH-004,24-Aug-2025 08:20:08,24-Aug-2025 09:50:08,23.17,Level 2,4.63,Credit Card,CHAdeMO,U-7458
SES-004023,STN-016,VH-012,03/04/2025 20:37,03/04/2025 23:05,33.8,Level 2,10.82,credit_card,Tesla Supercharger,U-6586
SES-002238,STN-011,VH-012,2025/02/05 18:22,2025/02/05 19:33,24.36,Level 2,7.06,CREDIT_CARD,CHAdeMO,U-3548
SES-026366,STN-013,VH-009,12-26-2025 16:17:43,12-26-2025 18:12:43,40.66,DC Fast Charge,$13.42,credit card,J1772,U-1639
SES-011937,STN-002,VH-010,23-Jun-2025 06:46:14,23-Jun-2025 07:46:14,38.46,Level 2,$5.0,app_wallet,Tesla Supercharger,U-5464
SES-005908,STN-012,VH-009,2025-03-23 14:24:04,2025-03-23 15:35:04,41.42,DC Fast Charge,11.18,RFID,Tesla Supercharger,U-9970
SES-012029,STN-016,V_kia_ev6,06/25/2025 11:11,06/25/2025 12:05,13.58,Level 2,2.44,credit card,CCS,U-8681
SES-002725,STN-015,VH-012,02-13-2025 14:18:13,02-13-2025 15:26:13,36.36,Level 2,14.18,Apple Pay,J1772,U-8506
SES-025589,STN-013,VH-009,2025-12-20 21:17:38,2025-12-20 23:26:38,10.38,Level 2,3.11,Credit Card,CHAdeMO,U-4262
SES-015433,STN-010,VEH#0010,2025/08/02 13:25,2025/08/02 15:08,73.05,DC Fast Charge,21.91,credit_card,CHAdeMO,U-2689
SES-020907,STN-004,VH-002,10-17-2025 17:42:41,10-17-2025 18:46:41,28.54,Level 2,$3.42,credit card,CHAdeMO,U-4785
SES-008991,STN12,VH-011,05/08/2025 04:42,05/08/2025 06:51,60.88,DC Fast Charge,24.96,Apple Pay,CHAdeMO,U-2714
SES-007332,STN-003,VH-003,04-13-2025 17:41:29,04-13-2025 19:25:29,40.74,DC Fast Charge,14.26,RFID,Tesla Supercharger,U-8911
SES-005086,STN-011,VH-007,2025/03/14 06:53,2025/03/14 08:08,64.0,DC Fast Charge,20.48,RFID,J1772,U-7521
SES-007104,STN-006,VH-013,09-Apr-2025 06:30:03,09-Apr-2025 09:10:03,20.89,Level 2,$8.98,CREDIT_CARD,CHAdeMO,U-9270
SES-017473,STN-004,VH-004,09/01/2025 18:34,09/01/2025 19:00,33.15,Level 2,10.61,CREDIT_CARD,Tesla Supercharger,U-3865
SES-008144,STN-010,VH-009,2025-04-26 10:34:42,2025-04-26 12:51:42,33.45,Level 2,11.37,credit card,Tesla Supercharger,U-6266
SES-013494,STN-015,VH-005,07-16-2025 17:37:48,07-16-2025 19:43:48,3.29,Level 1,$0.46,app_wallet,CCS,U-3788
SES-022036,STN-007,VH-013,11/01/2025 10:37,11/01/2025 11:32,45.01,DC Fast Charge,11.7,Credit Card,CCS,U-5381
SES-006793,STN-016,V_tesla_model_y,2025/04/05 15:25,2025/04/05 18:10,45.89,DC Fast Charge,$9.64,Credit Card,J1772,U-3009
SES-008507,STN-006,VH-014,05/01/2025 14:59,05/01/2025 15:32,78.94,DC Fast Charge,11.84,Google Pay,J1772,U-8672
SES-014268,STN-005,VH-014,2025/07/21 16:00,2025/07/21 16:19,2.23,Level 1,0.36,credit card,CCS,U-9628
SES-007319,STN-006,VH-010,13-Apr-2025 08:57:53,13-Apr-2025 10:08:53,35.7,Level 2,7.85,credit card,CHAdeMO,U-7113
SES-011641,STN-018,VH-013,2025/06/19 09:37,2025/06/19 11:14,29.73,Level 2,13.08,Google Pay,Tesla Supercharger,U-3463
SES-013454,STN-015,VH-004,2025-07-15 19:46:37,2025-07-15 22:18:37,40.46,DC Fast Charge,$16.99,CREDIT_CARD,CCS,U-6089
SES-018761,STN-017,VH-008,2025/09/18 19:39,2025/09/18 22:34,15.73,Level 2,6.92,RFID,J1772,U-4349
SES-017225,STN17,VH-014,08-28-2025 00:10:42,08-28-2025 00:56:42,74.23,DC Fast Charge,24.5,app_wallet,CCS,U-4327
SES-001015,STN-011,VH-010,16-Jan-2025 06:23:13,16-Jan-2025 08:13:13,32.77,DC Fast Charge,8.52,credit card,CHAdeMO,U-2756
SES-000286,STN-018,V_ford_mustang_mach-e,2025/01/05 12:15,2025/01/05 15:10,36.49,DC Fast Charge,6.93,RFID,J1772,U-5664
SES-002280,STN-011,VH-002,02/06/2025 07:58,02/06/2025 09:04,33.4,DC Fast Charge,14.7,app_wallet,J1772,U-7085
SES-021481,STN-006,VH-010,2025-10-25 20:03:20,2025-10-25 21:39:20,58.82,DC Fast Charge,7.65,debit_card,CHAdeMO,U-8882
SES-014613,STN11,VH-003,2025/07/23 10:40,2025/07/23 12:54,57.58,DC Fast Charge,10.94,Credit Card,CHAdeMO,U-3292
SES-009125,STN-011,VH-014,11-May-2025 15:10:23,11-May-2025 17:54:23,69.99,DC Fast Charge,$25.2,Apple Pay,CCS,U-6622
SES-012364,STN-015,VH-008,2025-06-30 04:07:27,2025-06-30 04:45:27,24.88,Level 2,5.47,debit_card,Tesla Supercharger,U-3071
SES-004095,STN-009,VH-003,2025/03/06 11:47,2025/03/06 12:58,15.56,DC Fast Charge,6.38,app_wallet,J1772,U-1212
SES-018157,STN-005,VH-010,10-Sep-2025 07:05:26,10-Sep-2025 07:47:26,72.26,DC Fast Charge,$24.57,credit_card,Tesla Supercharger,U-2490
SES-015508,STN-015,VH-003,2025-08-03 09:39:43,2025-08-03 12:01:43,-10.66,Level 2,$4.16,debit_card,CCS,U-9703
SES-025568,STN-001,VH-004,2025-12-20 10:31:34,2025-12-20 12:44:34,34.41,DC Fast Charge,4.47,app_wallet,J1772,U-5434
SES-025291,STN-003,V_chevrolet_bolt_ev,17-Dec-2025 16:43:37,17-Dec-2025 18:04:37,14.51,Level 2,4.93,debit_card,CHAdeMO,U-1593
SES-012647,STN-004,VH-002,2025-07-04 17:28:45,2025-07-04 19:20:45,68.39,DC Fast Charge,15.05,CREDIT_CARD,CCS,U-7311
SES-026946,STN-017,V_nissan_leaf,31-Dec-2025 09:53:31,31-Dec-2025 10:18:31,18.27,DC Fast Charge,6.76,RFID,J1772,U-8356
SES-022377,STN-005,VH-014,11/06/2025 14:18,11/06/2025 17:04,34.26,Level 2,7.88,Apple Pay,Tesla Supercharger,U-2316
SES-018855,STN-004,VH-010,09-20-2025 18:24:19,09-20-2025 20:11:19,40.77,DC Fast Charge,13.45,RFID,CHAdeMO,U-9215
SES-002449,STN-009,VH-007,02/08/2025 07:28,02/08/2025 08:06,34.44,DC Fast Charge,8.61,Apple Pay,Tesla Supercharger,U-9201
SES-002827,STN-005,VH-008,02-14-2025 16:12:17,02-14-2025 16:35:17,,Level 2,1.44,RFID,CHAdeMO,U-6479
SES-024156,STN-008,VH-006,2025-11-30 13:48:47,2025-11-30 15:59:47,34.5,DC Fast Charge,$13.11,Apple Pay,J1772,U-7855
SES-010326,STN-003,VH-001,05-29-2025 07:50:18,05-29-2025 08:52:18,11.95,Level 2,$1.79,Apple Pay,CCS,U-1129
SES-011202,STN-009,V_hyundai_ioniq_5,12-Jun-2025 08:14:44,12-Jun-2025 11:04:44,21.11,Level 2,$7.39,Apple Pay,J1772,U-9416
SES-011672,STN-008,VH-004,2025/06/19 13:02,2025/06/19 15:15,44.49,DC Fast Charge,19.13,credit_card,J1772,U-3694
SES-022112,STN-016,V_kia_ev6,01-Nov-2025 10:19:03,01-Nov-2025 12:26:03,16.97,Level 2,1.87,debit_card,CCS,U-8604
SES-012792,STN-006,VH-002,06-Jul-2025 19:27:33,06-Jul-2025 21:55:33,16.23,DC Fast Charge,1.95,RFID,Tesla Supercharger,U-9198
SES-005695,STN05,VH-005,03-20-2025 03:40:04,03-20-2025 05:03:04,50.76,DC Fast Charge,$17.77,app_wallet,CCS,U-5326
SES-008146,STN-013,VH-003,26-Apr-2025 14:40:48,26-Apr-2025 14:52:48,8.87,Level 2,$2.48,Google Pay,CHAdeMO,U-6653
SES-014848,STN-004,VH-004,2025/07/24 17:19,2025/07/24 18:34,14.49,DC Fast Charge,6.38,app_wallet,CHAdeMO,U-6614
SES-016746,STN-003,VH-010,08-21-2025 18:29:52,08-21-2025 19:15:52,42.83,DC Fast Charge,13.28,app_wallet,CHAdeMO,U-5213
SES-006058,STN-012,VH-010,03/25/2025 03:13,03/25/2025 05:47,58.28,DC Fast Charge,23.31,Credit Card,Tesla Supercharger,U-6291
SES-022422,STN-012,VH-007,11/07/2025 21:50,11/08/2025 00:04,20.76,Level 2,8.72,Apple Pay,Tesla Supercharger,U-6874
SES-015472,STN-010,VH-008,08-02-2025 12:01:25,08-02-2025 12:53:25,76.54,DC Fast Charge,10.72,Apple Pay,Tesla Supercharger,U-7001
SES-020086,STN-004,V_kia_ev6,06-Oct-2025 06:22:43,06-Oct-2025 08:42:43,36.71,DC Fast Charge,3.67,Google Pay,Tesla Supercharger,U-6661
SES-008562,STN-018,VH-003,2025/05/02 08:06,2025/05/02 10:09,32.3,Level 2,10.66,debit_card,CCS,U-9677
SES-015506,STN-004,VH-003,08/03/2025 07:57,08/03/2025 09:15,48.99,DC Fast Charge,5.88,credit card,CCS,U-5242
SES-025313,STN-010,VH-007,17-Dec-2025 17:10:04,17-Dec-2025 18:45:04,57.13,DC Fast Charge,15.43,credit_card,CCS,U-1125
SES-015003,STN-016,VH-006,07-26-2025 10:30:00,07-26-2025 12:43:00,26.65,Level 2,7.99,RFID,CHAdeMO,U-8281
SES-026285,STN-014,VH-002,2025-12-26 11:00:16,2025-12-26 12:06:16,21.98,Level 2,7.91,credit card,CCS,U-1819
SES-018217,STN-008,VH-013,09-11-2025 15:03:14,09-11-2025 15:25:14,8.47,Level 2,$1.86,credit card,CHAdeMO,U-8455
SES-012845,STN-011,VH-011,07-Jul-2025 11:28:50,07-Jul-2025 12:09:50,11.3,DC Fast Charge,4.41,Google Pay,CCS,U-1818
SES-001919,STN-001,V_chevrolet_bolt_ev,2025-01-31 16:35:17,2025-01-31 17:33:17,38.64,Level 2,14.68,credit_card,Tesla Supercharger,U-3829
SES-016211,STN-011,VH-008,13-Aug-2025 17:35:12,13-Aug-2025 18:04:12,12.38,Level 2,4.46,Google Pay,J1772,U-3798
SES-024002,STN-017,VH-011,28-Nov-2025 11:36:01,28-Nov-2025 12:02:01,30.77,Level 2,$4.31,credit_card,J1772,U-9316
SES-009279,STN-012,VH-010,13-May-2025 11:14:52,13-May-2025 13:11:52,38.81,DC Fast Charge,10.09,RFID,CHAdeMO,U-1992
SES-000591,STN-013,VH-008,01/10/2025 18:18,01/10/2025 19:06,7.76,Level 2,2.48,RFID,CHAdeMO,U-3638
SES-003310,STN-015,VH-009,02/21/2025 08:27,02/21/2025 09:42,15.84,Level 2,$3.17,debit_card,CCS,U-4421
SES-000556,STN-008,VH-003,01/09/2025 14:03,01/09/2025 16:19,36.13,DC Fast Charge,5.06,Google Pay,CCS,U-5752
SES-004104,STN-014,VH-006,06-Mar-2025 19:02:11,06-Mar-2025 21:32:11,5.26,Level 1,2.26,CREDIT_CARD,J1772,U-9925
SES-019804,STN-003,VH-011,10-02-2025 21:22:18,10-02-2025 23:22:18,20.75,DC Fast Charge,7.88,credit_card,CHAdeMO,U-6697
SES-019860,STN-002,VH-006,03-Oct-2025 08:41:02,03-Oct-2025 09:05:02,23.84,DC Fast Charge,9.3,credit card,J1772,U-3678
SES-005519,STN-010,VH-005,2025-03-18 17:54:46,2025-03-18 19:59:46,63.9,DC Fast Charge,21.09,credit card,J1772,U-2079
SES-000468,STN-006,VEH#0005,01/08/2025 17:09,01/08/2025 19:03,7.06,Level 2,3.11,credit_card,CCS,U-5882
SES-025485,STN-007,VH-013,2025-12-19 19:45:41,2025-12-19 20:42:41,4.24,Level 1,$1.7,credit_card,CCS,U-4100
SES-024475,STN-006,VH-008,2025-12-04 11:19:57,2025-12-04 12:36:57,23.42,Level 2,9.84,RFID,CHAdeMO,U-7477
SES-005732,STN-017,VH-008,2025-03-20 17:07:58,2025-03-20 17:59:58,75.44,DC Fast Charge,$16.6,Credit Card,CCS,U-1048
SES-020257,STN-007,VH-003,10-08-2025 16:57:00,10-08-2025 19:31:00,23.7,DC Fast Charge,9.72,app_wallet,CHAdeMO,U-5967
SES-018719,STN-014,VH-012,2025/09/17 18:34,2025/09/17 19:28,26.19,Level 2,6.02,Google Pay,J1772,U-6285
SES-007846,STN-009,VEH#0011,04-21-2025 12:44:22,04-21-2025 13:16:22,45.44,DC Fast Charge,$11.81,credit card,Tesla Supercharger,U-4486
SES-004134,STN-002,VH-008,06-Mar-2025 06:59:53,06-Mar-2025 09:31:53,5.65,Level 2,1.41,credit_card,J1772,U-7974
SES-008077,STN-002,VH-012,2025-04-25 17:36:31,2025-04-25 20:18:31,-52.97,DC Fast Charge,5.83,Apple Pay,J1772,U-4297
SES-005373,STN-001,VH-005,03/16/2025 15:53,03/16/2025 18:04,9.9,Level 1,2.08,CREDIT_CARD,Tesla Supercharger,U-8146
SES-024435,STN-015,VH-005,04-Dec-2025 19:32:57,04-Dec-2025 21:26:57,21.61,Level 2,4.54,credit_card,CHAdeMO,U-1804
SES-017542,STN-018,VH-014,02-Sep-2025 14:06:06,02-Sep-2025 15:11:06,57.83,DC Fast Charge,17.93,app_wallet,CHAdeMO,U-3761
SES-019370,STN-002,VH-009,09-26-2025 01:46:25,09-26-2025 02:49:25,36.74,Level 2,6.98,Credit Card,CHAdeMO,U-1856
SES-024613,STN-005,V_kia_ev6,12/06/2025 07:13,12/06/2025 08:47,7.95,Level 1,2.7,credit card,Tesla Supercharger,U-1533
SES-012178,STN-002,VH-010,2025/06/27 07:21,2025/06/27 09:46,10.74,Level 2,3.22,Google Pay,Tesla Supercharger,U-4054
SES-013966,STN-008,VH-011,07/19/2025 18:11,07/19/2025 19:26,10.19,Level 2,1.02,Google Pay,CHAdeMO,U-6967
SES-008348,STN-002,V_tesla_model_3,2025/04/29 10:55,2025/04/29 13:15,46.22,DC Fast Charge,9.71,Apple Pay,Tesla Supercharger,U-4049
SES-022848,STN-013,VH-001,2025/11/13 08:13,2025/11/13 10:37,20.4,Level 2,5.92,Apple Pay,CCS,U-7651
SES-020765,STN-005,V_nissan_leaf,2025/10/15 11:25,2025/10/15 11:39,62.29,DC Fast Charge,9.97,credit_card,CHAdeMO,U-2301
SES-013375,STN-012,VH-008,07-15-2025 17:40:09,07-15-2025 18:36:09,37.3,Level 2,4.85,app_wallet,CCS,U-3625
SES-003074,STN-009,VH-004,02-18-2025 13:50:03,02-18-2025 16:14:03,48.36,DC Fast Charge,14.02,RFID,J1772,U-9639
SES-011526,STN-004,VH-003,2025-06-17 15:04:01,2025-06-17 16:33:01,9.14,Level 2,4.02,Apple Pay,J1772,U-5001
SES-023915,STN-008,VH-001,2025/11/27 16:23,2025/11/27 18:13,32.42,Level 2,7.78,Google Pay,CCS,U-2914
SES-021491,STN-017,VH-013,10-25-2025 12:59:32,10-25-2025 15:24:32,1.42,Level 1,0.3,Apple Pay,Tesla Supercharger,U-9312
SES-001743,STN-018,VH-011,2025/01/28 20:51,2025/01/28 21:20,24.77,DC Fast Charge,7.68,debit_card,J1772,U-3701
SES-010577,STN-015,VH-008,2025-06-02 15:05:14,2025-06-02 15:32:14,20.87,Level 2,6.89,Credit Card,CHAdeMO,U-8873
SES-014398,STN-008,VEH#0003,22-Jul-2025 14:00:55,22-Jul-2025 14:54:55,27.83,Level 2,8.63,RFID,CCS,U-7338
SES-020403,STN-003,VH-003,2025-10-10 16:38:33,2025-10-10 19:14:33,54.84,DC Fast Charge,$12.06,credit_card,Tesla Supercharger,U-4066
SES-023102,STN-001,V_ford_mustang_mach-e,15-Nov-2025 09:44:31,15-Nov-2025 10:46:31,65.61,DC Fast Charge,19.03,RFID,CCS,U-5325
SES-005669,STN-014,VH-008,03-20-2025 10:48:33,03-20-2025 11:56:33,20.39,DC Fast Charge,4.28,credit_card,J1772,U-2849
SES-002502,STN-001,VH-014,02-09-2025 10:44:54,02-09-2025 13:14:54,52.55,DC Fast Charge,23.12,RFID,Tesla Supercharger,U-5839
SES-001924,STN-010,VH-003,01-31-2025 19:54:56,01-31-2025 21:06:56,34.54,DC Fast Charge,5.18,RFID,CHAdeMO,U-8919
SES-009162,STN-009,VH-007,11-May-2025 17:08:32,11-May-2025 19:21:32,14.35,DC Fast Charge,$2.44,credit_card,CCS,U-3506
SES-007911,STN-015,VH-009,2025-04-22 05:09:43,2025-04-22 06:03:43,33.0,DC Fast Charge,10.89,debit_card,CHAdeMO,U-8186
SES-008337,STN-004,VH-011,04/28/2025 10:14,04/28/2025 11:54,3.57,Level 1,1.18,RFID,CHAdeMO,U-6562
SES-012725,STN-009,VH-013,07-05-2025 10:31:03,07-05-2025 10:45:03,15.51,DC Fast Charge,4.96,Google Pay,CHAdeMO,U-1630
SES-004815,STN-018,VH-006,03-12-2025 16:29:59,03-12-2025 16:57:59,34.97,Level 2,4.55,app_wallet,CCS,U-2926
SES-012366,STN-011,VH-009,06-30-2025 07:10:49,06-30-2025 09:53:49,77.46,DC Fast Charge,30.21,Credit Card,CCS,U-9970
SES-019234,STN-002,VH-007,24-Sep-2025 17:08:16,24-Sep-2025 20:07:16,71.33,DC Fast Charge,27.82,credit card,CHAdeMO,U-4098
SES-006565,STN-002,VH-003,02-Apr-2025 08:35:55,02-Apr-2025 10:27:55,55.89,DC Fast Charge,19.0,app_wallet,CHAdeMO,U-2826
SES-015920,STN-006,VEH#0003,09-Aug-2025 17:07:15,09-Aug-2025 18:12:15,66.16,DC Fast Charge,27.79,app_wallet,CCS,U-3509
SES-005170,STN-002,VH-007,03/15/2025 10:06,03/15/2025 10:50,74.91,DC Fast Charge,9.74,Apple Pay,J1772,U-1019
SES-025162,STN-012,VH-004,2025/12/15 15:34,2025/12/15 16:17,40.87,DC Fast Charge,6.13,CREDIT_CARD,Tesla Supercharger,U-3264
SES-001658,STN-017,VH-013,01-27-2025 16:44:07,01-27-2025 18:59:07,16.48,Level 2,6.76,credit_card,J1772,U-2244
SES-016996,STN-002,VH-007,2025/08/24 14:53,2025/08/24 17:41,76.17,DC Fast Charge,14.47,Google Pay,J1772,U-9943
SES-001547,STN-007,V_tesla_model_3,01-25-2025 10:10:57,01-25-2025 12:18:57,62.78,DC Fast Charge,$15.7,RFID,J1772,U-6188
SES-017385,STN-007,VH-011,08-30-2025 06:20:32,08-30-2025 08:16:32,23.0,Level 2,4.6,credit card,J1772,U-9356
SES-013461,STN-004,VH-011,2025/07/15 09:47,2025/07/15 11:22,29.03,DC Fast Charge,7.55,app_wallet,CCS,U-7660
SES-017895,STN-015,V_chevrolet_bolt_euv,2025/09/06 08:46,2025/09/06 09:04,39.51,DC Fast Charge,9.88,credit card,J1772,U-5427
SES-014251,STN-002,VH-002,07-21-2025 07:25:56,07-21-2025 09:19:56,30.81,Level 2,4.31,RFID,CHAdeMO,U-1901
SES-008627,STN-008,VH-013,03-May-2025 16:00:49,03-May-2025 17:22:49,16.92,Level 2,7.28,credit card,Tesla Supercharger,U-3555
SES-024148,STN07,VH-011,2025/11/30 09:28,2025/11/30 10:06,72.51,DC Fast Charge,27.55,Google Pay,J1772,U-1200
SES-001095,STN-009,VH-006,2025/01/17 15:28,2025/01/17 15:57,-73.21,DC Fast Charge,$8.79,CREDIT_CARD,Tesla Supercharger,U-5401
SES-010902,STN-007,VH-001,2025-06-08 14:55:07,2025-06-08 15:08:07,14.26,DC Fast Charge,2.99,Credit Card,Tesla Supercharger,U-9671
SES-017555,STN-011,VEH#0014,02-Sep-2025 22:02:08,02-Sep-2025 23:57:08,31.78,Level 2,5.4,app_wallet,CHAdeMO,U-1208
SES-026632,STN-007,VH-008,12-29-2025 18:34:36,12-29-2025 20:41:36,31.27,DC Fast Charge,10.94,debit_card,Tesla Supercharger,U-2270
SES-014786,STN-018,VH-012,2025-07-24 13:57:53,2025-07-24 16:45:53,-28.17,Level 2,10.14,Apple Pay,Tesla Supercharger,U-5195
SES-016339,STN-008,VH-008,2025-08-15 18:50:45,2025-08-15 21:23:45,39.22,Level 2,9.02,debit_card,CCS,U-6358
SES-013488,STN-003,VEH#0008,2025-07-16 16:46:17,2025-07-16 19:41:17,15.42,DC Fast Charge,2.62,Google Pay,CCS,U-2339
SES-015847,STN-005,VH-012,2025/08/08 18:58,2025/08/08 21:57,24.74,Level 2,6.18,Google Pay,J1772,U-4361
SES-022397,STN-008,VEH#0005,06-Nov-2025 14:55:41,06-Nov-2025 16:07:41,27.81,Level 2,$4.45,app_wallet,CHAdeMO,U-3797
SES-004659,STN-004,VH-013,03/11/2025 18:39,03/11/2025 20:00,77.27,DC Fast Charge,26.27,app_wallet,CCS,U-3733
SES-024979,STN-015,VH-013,2025-12-12 07:20:23,2025-12-12 08:00:23,32.77,DC Fast Charge,5.9,credit card,CCS,U-3381
SES-001268,STN-005,V_tesla_model_y,01-20-2025 07:59:34,01-20-2025 10:37:34,1.82,Level 1,0.69,CREDIT_CARD,J1772,U-9779
SES-013241,STN-008,VH-013,07-13-2025 03:46:08,07-13-2025 04:23:08,55.69,DC Fast Charge,19.49,RFID,Tesla Supercharger,U-5575
SES-004846,STN-006,VH-009,03-12-2025 08:05:25,03-12-2025 09:27:25,53.95,DC Fast Charge,17.26,credit_card,CCS,U-7726
SES-012994,STN-006,VH-013,2025-07-09 10:24:32,2025-07-09 11:22:32,42.01,DC Fast Charge,9.24,debit_card,CHAdeMO,U-8268
SES-026235,STN-006,VH-012,12-26-2025 18:16:25,12-26-2025 20:50:25,48.14,DC Fast Charge,13.96,Google Pay,CCS,U-3590
SES-006180,STN-011,VEH#0009,03/27/2025 08:43,03/27/2025 09:38,37.18,DC Fast Charge,$4.09,Apple Pay,CCS,U-4290
SES-005781,STN-001,VH-011,03-21-2025 19:41:14,03-21-2025 22:28:14,51.98,DC Fast Charge,21.31,Credit Card,CCS,U-4829
SES-004693,STN-004,V_ford_f-150_lightning,03/11/2025 15:45,03/11/2025 17:29,-15.4,Level 2,2.46,credit card,CHAdeMO,U-6917
SES-001381,STN-005,VH-005,01/22/2025 10:45,01/22/2025 11:33,22.79,DC Fast Charge,5.01,credit_card,Tesla Supercharger,U-7989
SES-023925,STN-004,VH-003,11-27-2025 08:26:36,11-27-2025 09:33:36,7.7,Level 2,2.62,credit card,J1772,U-9072
SES-013793,STN-014,VH-014,2025-07-18 09:02:32,2025-07-18 09:20:32,74.97,DC Fast Charge,12.74,Credit Card,J1772,U-2891
SES-017696,STN-003,VH-012,09-04-2025 05:05:16,09-04-2025 07:26:16,36.59,Level 2,9.88,Credit Card,CHAdeMO,U-5764
SES-008488,STN-006,VH-004,2025-05-01 17:56:52,2025-05-01 20:52:52,9.03,Level 2,3.16,RFID,CHAdeMO,U-1852
SES-005922,STN-014,V_hyundai_ioniq_5,03/23/2025 17:08,03/23/2025 17:34,35.36,Level 2,13.08,app_wallet,CHAdeMO,U-2778
SES-023907,STN-009,VH-001,27-Nov-2025 17:25:54,27-Nov-2025 18:55:54,75.04,DC Fast Charge,$17.26,Apple Pay,Tesla Supercharger,U-4105
SES-017081,STN-002,VEH#0004,2025/08/26 10:08,2025/08/26 12:00,nan,Level 2,6.26,Credit Card,CHAdeMO,U-5090
SES-015949,STN-016,VH-007,2025-08-10 13:08:22,2025-08-10 14:44:22,14.47,DC Fast Charge,3.47,CREDIT_CARD,CHAdeMO,U-1188
SES-021196,STN-011,VH-006,20-Oct-2025 16:31:18,20-Oct-2025 18:43:18,35.77,DC Fast Charge,$14.67,app_wallet,Tesla Supercharger,U-1547
SES-005548,STN-006,VEH#0002,18-Mar-2025 04:30:30,18-Mar-2025 07:03:30,7.66,Level 2,2.3,RFID,CHAdeMO,U-7039
SES-002235,STN-010,VH-008,02-05-2025 07:29:42,02-05-2025 08:13:42,23.27,DC Fast Charge,3.49,credit card,CHAdeMO,U-9718
SES-009380,STN-013,VH-009,2025-05-15 16:05:47,2025-05-15 17:25:47,23.39,Level 2,$5.61,Credit Card,Tesla Supercharger,U-5642
SES-020043,STN05,VH-004,10-05-2025 08:48:49,10-05-2025 10:37:49,20.7,Level 2,8.69,RFID,CCS,U-7145
SES-012269,STN-016,VH-013,06/28/2025 05:06,06/28/2025 07:04,19.64,Level 2,3.14,Credit Card,Tesla Supercharger,U-9422
